date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1996-01-18,United States,Brazil,0,1,Gold Cup,Los Angeles,United States,False
1996-01-19,DR Congo,Gabon,0,2,African Cup of Nations,Durban,South Africa,True
1996-01-19,Ghana,Tunisia,2,1,African Cup of Nations,Port Elizabeth,South Africa,True
1996-01-19,Mexico,Guatemala,1,0,Gold Cup,San Diego,United States,True
1996-01-20,Burkina Faso,Zambia,1,5,African Cup of Nations,Bloemfontein,South Africa,True
1996-01-20,South Africa,Angola,1,0,African Cup of Nations,Johannesburg,South Africa,False
1996-01-21,Mexico,Brazil,2,0,Gold Cup,Los Angeles,United States,True
1996-01-21,Mozambique,Ivory Coast,0,1,African Cup of Nations,Port Elizabeth,South Africa,True
1996-01-21,United States,Guatemala,3,0,Gold Cup,Los Angeles,United States,False
1996-01-24,Angola,Cameroon,3,3,African Cup of Nations,Durban,South Africa,True
1996-01-24,Burkina Faso,Algeria,1,2,African Cup of Nations,Port Elizabeth,South Africa,True
1996-01-24,Greece,Israel,2,1,Friendly,Chalcis,Greece,False
1996-01-24,Saudi Arabia,Kyrgyzstan,3,0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
1996-01-24,Sierra Leone,Zambia,0,4,African Cup of Nations,Bloemfontein,South Africa,True
1996-01-24,South Africa,Egypt,0,1,African Cup of Nations,Johannesburg,South Africa,False
1996-01-25,Liberia,DR Congo,0,2,African Cup of Nations,Johannesburg,South Africa,True
1996-01-25,Mozambique,Ghana,0,2,African Cup of Nations,Bloemfontein,South Africa,True
1996-01-25,Tunisia,Ivory Coast,3,1,African Cup of Nations,Port Elizabeth,South Africa,True
1996-01-26,Yemen,Kyrgyzstan,1,0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,True
1996-01-27,South Africa,Algeria,2,1,African Cup of Nations,Johannesburg,South Africa,False
1996-01-27,Zambia,Egypt,3,1,African Cup of Nations,Bloemfontein,South Africa,True
1996-01-28,Gabon,Tunisia,1,1,African Cup of Nations,Durban,South Africa,True
1996-01-28,Ghana,DR Congo,1,0,African Cup of Nations,Port Elizabeth,South Africa,True
1996-01-28,Saudi Arabia,Yemen,4,0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
1996-01-30,China,Macau,7,1,AFC Asian Cup qualification,Victoria,Hong Kong,True
1996-01-30,Hong Kong,Philippines,8,0,AFC Asian Cup qualification,Victoria,Hong Kong,False
1996-01-31,Saudi Arabia,Kyrgyzstan,2,0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
1996-01-31,South Africa,Ghana,3,0,African Cup of Nations,Johannesburg,South Africa,False
1996-01-31,Zambia,Tunisia,2,4,African Cup of Nations,Durban,South Africa,True
1996-02-01,Hong Kong,Macau,4,1,AFC Asian Cup qualification,Victoria,Hong Kong,False
1996-02-01,Philippines,China,0,7,AFC Asian Cup qualification,Victoria,Hong Kong,True
1996-02-02,Kyrgyzstan,Yemen,3,1,AFC Asian Cup qualification,Riyadh,Saudi Arabia,True
1996-02-02,Venezuela,Ecuador,0,1,Friendly,Caracas,Venezuela,False
1996-02-03,South Africa,Tunisia,2,0,African Cup of Nations,Johannesburg,South Africa,False
1996-02-03,Zambia,Ghana,1,0,African Cup of Nations,Johannesburg,South Africa,True
1996-02-04,Bolivia,Chile,1,1,Friendly,Cochabamba,Bolivia,False
1996-02-04,Hong Kong,China,0,2,AFC Asian Cup qualification,Victoria,Hong Kong,False
1996-02-04,Macau,Philippines,5,1,AFC Asian Cup qualification,Victoria,Hong Kong,True
1996-02-04,Saudi Arabia,Yemen,1,0,AFC Asian Cup qualification,Riyadh,Saudi Arabia,False
1996-02-06,Canary Islands,Venezuela,5,1,Friendly,Las Palmas,Spain,False
1996-02-07,Chile,Mexico,2,1,Friendly,Vi챰a del Mar,Chile,False
1996-02-07,Iceland,Slovenia,1,7,Malta International Tournament,Attard,Malta,True
1996-02-07,Malta,Russia,0,2,Malta International Tournament,Attard,Malta,False
1996-02-07,Morocco,Luxembourg,2,0,Friendly,Rabat,Morocco,False
1996-02-07,Spain,Norway,1,0,Friendly,Las Palmas,Spain,False
1996-02-09,Iceland,Russia,0,3,Malta International Tournament,Attard,Malta,True
1996-02-09,Malta,Slovenia,0,0,Malta International Tournament,Attard,Malta,False
1996-02-09,Thailand,Finland,1,0,King's Cup,Bangkok,Thailand,False
1996-02-10,Australia,Japan,1,4,Friendly,Wollongong,Australia,False
1996-02-11,Lebanon,Ecuador,1,0,Friendly,Bourj Hammoud,Lebanon,False
1996-02-11,Malta,Iceland,1,4,Malta International Tournament,Attard,Malta,False
1996-02-11,Peru,Bolivia,1,3,Friendly,Lima,Peru,False
1996-02-11,Russia,Slovenia,3,1,Malta International Tournament,Attard,Malta,True
1996-02-14,Australia,Japan,3,0,Friendly,Melbourne,Australia,False
1996-02-14,Bolivia,Paraguay,4,1,Friendly,Sucre,Bolivia,False
1996-02-14,Chile,Peru,4,0,Friendly,Coquimbo,Chile,False
1996-02-14,Turkey,Belarus,3,2,Friendly,캅zmir,Turkey,False
1996-02-16,Azerbaijan,Estonia,0,0,Friendly,Larnaca,Cyprus,True
1996-02-16,Oman,Ecuador,0,2,Friendly,Doha,Qatar,True
1996-02-16,Thailand,Finland,5,2,King's Cup,Bangkok,Thailand,False
1996-02-18,Qatar,Ecuador,1,1,Friendly,Doha,Qatar,False
1996-02-19,Japan,Poland,5,0,Lunar New Year Cup,So Kon Po,Hong Kong,True
1996-02-20,Cyprus,Estonia,1,0,Friendly,Limassol,Cyprus,False
1996-02-21,France,Greece,3,1,Friendly,N챤mes,France,False
1996-02-21,Israel,Lithuania,4,2,Friendly,Haifa,Israel,False
1996-02-21,Portugal,Germany,1,2,Friendly,Porto,Portugal,False
1996-02-22,Japan,Sweden,1,1,Lunar New Year Cup,So Kon Po,Hong Kong,True
1996-02-23,Kuwait,Ecuador,0,3,Friendly,Kuwait City,Kuwait,False
1996-02-23,Thailand,Indonesia,4,1,Friendly,Bangkok,Thailand,False
1996-02-24,Estonia,Faroe Islands,2,2,Friendly,P첬la,Cyprus,True
1996-02-24,Kuwait,Oman,1,0,Friendly,Kuwait City,Kuwait,False
1996-02-25,Australia,Sweden,0,2,Friendly,Brisbane,Australia,False
1996-02-25,Qatar,Ecuador,1,2,Friendly,Doha,Qatar,False
1996-02-27,Azerbaijan,Faroe Islands,3,0,Friendly,Larnaca,Cyprus,True
1996-02-28,Australia,Sweden,0,0,Friendly,Sydney,Australia,False
1996-02-28,Croatia,Poland,2,1,Friendly,Rijeka,Croatia,False
1996-03-02,Malaysia,Indonesia,1,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1996-03-02,Oman,Kuwait,0,3,Friendly,Muscat,Oman,False
1996-03-03,Jamaica,Guatemala,2,0,Friendly,Kingston,Jamaica,False
1996-03-04,Indonesia,India,7,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
1996-03-05,Syria,Kuwait,0,2,Friendly,Damascus,Syria,False
1996-03-06,Colombia,Honduras,2,1,Friendly,Miami,United States,True
1996-03-06,Malaysia,India,5,2,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1996-03-06,Trinidad and Tobago,Haiti,2,0,Friendly,Miami,United States,True
1996-03-07,Bolivia,Peru,2,0,Friendly,Santa Cruz,Bolivia,False
1996-03-10,Dominica,Antigua and Barbuda,3,3,FIFA World Cup qualification,Roseau,Dominica,False
1996-03-10,Turkmenistan,Kuwait,2,2,AFC Asian Cup qualification,Ashgabat,Turkmenistan,False
1996-03-12,Cyprus,Latvia,1,0,Friendly,Larnaca,Cyprus,False
1996-03-13,Croatia,South Korea,3,0,Friendly,Zagreb,Croatia,False
1996-03-13,Luxembourg,Switzerland,1,1,Friendly,Luxembourg,Luxembourg,False
1996-03-16,Kuwait,Finland,0,1,Friendly,Kuwait City,Kuwait,False
1996-03-16,Alderney,Guernsey,0,2,Muratti Vase,Alderney,Alderney,False
1996-03-17,Dominica,Saint Lucia,0,1,CFU Caribbean Cup qualification,Roseau,Dominica,False
1996-03-19,United Arab Emirates,South Korea,3,2,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
1996-03-20,Egypt,Morocco,0,2,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
1996-03-21,Colombia,Trinidad and Tobago,3,0,Friendly,Neiva,Colombia,False
1996-03-22,Kuwait,Turkmenistan,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
1996-03-22,United Arab Emirates,Egypt,0,0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
1996-03-23,Cura챌ao,Grenada,0,1,CFU Caribbean Cup qualification,Willemstad,Cura챌ao,False
1996-03-23,South Korea,Morocco,2,2,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
1996-03-24,Dominican Republic,Aruba,3,2,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False
1996-03-24,French Guiana,Suriname,1,2,CFU Caribbean Cup qualification,Cayenne,French Guiana,False
1996-03-25,Egypt,South Korea,1,1,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,True
1996-03-26,Croatia,Israel,2,0,Friendly,Vara탑din,Croatia,False
1996-03-26,Czech Republic,Turkey,3,0,Friendly,Ostrava,Czech Republic,False
1996-03-26,United Arab Emirates,Morocco,1,0,United Arab Emirates Friendship Tournament,Dubai,United Arab Emirates,False
1996-03-27,England,Bulgaria,1,0,Friendly,London,England,False
1996-03-27,Austria,Switzerland,1,0,Friendly,Vienna,Austria,False
1996-03-27,Belgium,France,0,2,Friendly,Brussels,Belgium,False
1996-03-27,Brazil,Ghana,8,2,Friendly,S찾o Jos챕 do Rio Preto,Brazil,False
1996-03-27,Cyprus,Georgia,0,2,Friendly,Limassol,Cyprus,False
1996-03-27,Germany,Denmark,2,0,Friendly,Munich,Germany,False
1996-03-27,Guatemala,Venezuela,3,0,Friendly,Guatemala City,Guatemala,False
1996-03-27,Honduras,Nicaragua,1,0,Friendly,Danl챠,Honduras,False
1996-03-27,Republic of Ireland,Russia,0,2,Friendly,Dublin,Republic of Ireland,False
1996-03-27,North Macedonia,Malta,1,0,Friendly,Prilep,North Macedonia,False
1996-03-27,Northern Ireland,Norway,0,2,Friendly,Belfast,Northern Ireland,False
1996-03-27,Poland,Slovenia,0,0,Friendly,흟처d탄,Poland,False
1996-03-27,Portugal,Greece,1,0,Friendly,Lisbon,Portugal,False
1996-03-27,Scotland,Australia,1,0,Friendly,Glasgow,Scotland,False
1996-03-27,Serbia,Romania,1,0,Friendly,Belgrade,FR Yugoslavia,False
1996-03-27,Slovakia,Belarus,4,0,Friendly,Nitra,Slovakia,False
1996-03-27,Saint Kitts and Nevis,Anguilla,8,0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False
1996-03-28,Colombia,Bolivia,4,1,Friendly,Medell챠n,Colombia,False
1996-03-29,Guyana,Grenada,1,2,FIFA World Cup qualification,Georgetown,Guyana,False
1996-03-29,Sint Maarten,Anguilla,4,0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,True
1996-03-31,Antigua and Barbuda,Dominica,1,3,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False
1996-03-31,Aruba,Dominican Republic,1,3,FIFA World Cup qualification,Oranjestad,Aruba,False
1996-03-31,Saint Kitts and Nevis,Sint Maarten,3,0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False
1996-03-31,Suriname,Jamaica,0,1,FIFA World Cup qualification,Paramaribo,Suriname,False
1996-04-07,Congo,DR Congo,2,1,Friendly,Brazzaville,Congo,False
1996-04-07,Grenada,Guyana,6,0,FIFA World Cup qualification,St. George's,Grenada,False
1996-04-09,Azerbaijan,Turkey,0,1,Friendly,Baku,Azerbaijan,False
1996-04-09,Moldova,Ukraine,2,2,Friendly,Chi�in훱u,Moldova,False
1996-04-10,Croatia,Hungary,4,1,Friendly,Osijek,Croatia,False
1996-04-14,Suriname,French Guiana,1,1,CFU Caribbean Cup qualification,Paramaribo,Suriname,False
1996-04-21,Ethiopia,Ghana,2,0,Friendly,Addis Ababa,Ethiopia,False
1996-04-21,Gambia,Senegal,1,2,Friendly,Banjul,Gambia,False
1996-04-21,Jamaica,Suriname,1,0,FIFA World Cup qualification,Kingston,Jamaica,False
1996-04-21,Paraguay,Bosnia and Herzegovina,3,0,Friendly,Asunci처n,Paraguay,False
1996-04-21,Qatar,Kuwait,3,1,Friendly,Doha,Qatar,False
1996-04-21,Saint Lucia,Dominica,1,1,CFU Caribbean Cup qualification,Castries,Saint Lucia,False
1996-04-24,Argentina,Bolivia,3,1,FIFA World Cup qualification,Buenos Aires,Argentina,False
1996-04-24,Belgium,Russia,0,0,Friendly,Brussels,Belgium,False
1996-04-24,Bosnia and Herzegovina,Albania,0,0,Friendly,Zenica,Bosnia and Herzegovina,False
1996-04-24,Colombia,Paraguay,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False
1996-04-24,Czech Republic,Republic of Ireland,2,0,Friendly,Prague,Czech Republic,False
1996-04-24,Denmark,Scotland,2,0,Friendly,Copenhagen,Denmark,False
1996-04-24,Ecuador,Peru,4,1,FIFA World Cup qualification,Guayaquil,Ecuador,False
1996-04-24,England,Croatia,0,0,Friendly,London,England,False
1996-04-24,Estonia,Iceland,0,3,Friendly,Tallinn,Estonia,False
1996-04-24,Greece,Slovenia,2,0,FIFA World Cup qualification,Athens,Greece,False
1996-04-24,Hungary,Austria,0,2,Friendly,Budapest,Hungary,False
1996-04-24,Jamaica,Barbados,2,0,CFU Caribbean Cup qualification,Kingston,Jamaica,False
1996-04-24,North Macedonia,Liechtenstein,3,0,FIFA World Cup qualification,Skopje,North Macedonia,False
1996-04-24,Martinique,Saint Lucia,1,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
1996-04-24,Netherlands,Germany,0,1,Friendly,Rotterdam,Netherlands,False
1996-04-24,Northern Ireland,Sweden,1,2,Friendly,Belfast,Northern Ireland,False
1996-04-24,Norway,Spain,0,0,Friendly,Oslo,Norway,False
1996-04-24,Romania,Georgia,5,0,Friendly,Bucharest,Romania,False
1996-04-24,Serbia,Faroe Islands,3,1,FIFA World Cup qualification,Belgrade,FR Yugoslavia,False
1996-04-24,Slovakia,Bulgaria,0,0,Friendly,Trnava,Slovakia,False
1996-04-24,South Africa,Brazil,2,3,Friendly,Johannesburg,South Africa,False
1996-04-24,Switzerland,Wales,2,0,Friendly,Lugano,Switzerland,False
1996-04-24,Venezuela,Uruguay,0,2,FIFA World Cup qualification,Caracas,Venezuela,False
1996-04-26,Cayman Islands,Cuba,0,4,CFU Caribbean Cup qualification,George Town,Cayman Islands,False
1996-04-26,Haiti,Dominican Republic,6,0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False
1996-04-26,Turkmenistan,Iran,1,1,Friendly,Ashgabat,Turkmenistan,False
1996-04-28,Barbados,Jamaica,2,0,CFU Caribbean Cup qualification,Bridgetown,Barbados,False
1996-04-28,DR Congo,Congo,3,1,Friendly,Kinshasa,Za챦re,False
1996-04-28,Haiti,Dominican Republic,1,1,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False
1996-04-28,Saint Lucia,Martinique,0,1,CFU Caribbean Cup qualification,Castries,Saint Lucia,False
1996-04-28,Suriname,Guyana,2,1,CFU Caribbean Cup qualification,Paramaribo,Suriname,False
1996-04-28,Turkmenistan,Iran,0,1,Friendly,Ashgabat,Turkmenistan,False
1996-04-30,Israel,South Korea,4,5,Friendly,Jaffa,Israel,False
1996-05-01,Poland,Belarus,1,1,Friendly,Mielec,Poland,False
1996-05-01,Turkey,Ukraine,3,2,Friendly,Samsun,Turkey,False
1996-05-04,Puerto Rico,Saint Vincent and the Grenadines,1,2,FIFA World Cup qualification,Bayam처n,Puerto Rico,False
1996-05-04,Dominican Republic,Cura챌ao,2,1,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False
1996-05-05,El Salvador,Bolivia,1,1,Friendly,"Washington, D.C.",United States,True
1996-05-05,Guyana,Suriname,2,1,CFU Caribbean Cup qualification,Georgetown,Guyana,False
1996-05-05,Nicaragua,Guatemala,0,1,FIFA World Cup qualification,Diriamba,Nicaragua,False
1996-05-05,Saint Kitts and Nevis,Saint Lucia,5,1,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False
1996-05-06,Jersey,Guernsey,0,0,Muratti Vase,St Helier,Jersey,False
1996-05-08,Greece,Georgia,2,1,Friendly,Ioannina,Greece,False
1996-05-08,Tajikistan,Uzbekistan,4,0,AFC Asian Cup qualification,Dushanbe,Tajikistan,False
1996-05-09,Sweden,Slovakia,2,1,Friendly,Helsingborg,Sweden,False
1996-05-10,Guatemala,Nicaragua,2,1,FIFA World Cup qualification,Guatemala City,Guatemala,False
1996-05-11,Cura챌ao,Dominican Republic,0,0,FIFA World Cup qualification,Willemstad,Cura챌ao,False
1996-05-11,Malawi,Zambia,0,1,Friendly,Blantyre,Malawi,False
1996-05-11,Tahiti,Solomon Islands,2,1,Oceania Nations Cup,Papeete,Tahiti,False
1996-05-12,Saint Vincent and the Grenadines,Puerto Rico,7,0,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False
1996-05-12,Burkina Faso,Niger,0,0,Friendly,Ouagadougou,Burkina Faso,False
1996-05-12,Cayman Islands,Cuba,0,1,FIFA World Cup qualification,George Town,Cayman Islands,False
1996-05-12,Haiti,Grenada,6,1,FIFA World Cup qualification,Port-au-Prince,Haiti,False
1996-05-12,Lebanon,Turkmenistan,3,1,AFC Asian Cup qualification,Beirut,Lebanon,False
1996-05-12,Malawi,Zambia,1,1,Friendly,Blantyre,Malawi,False
1996-05-12,Eswatini,Mozambique,0,1,Friendly,Mbabane,Swaziland,False
1996-05-14,Cayman Islands,Cuba,0,5,FIFA World Cup qualification,George Town,Cayman Islands,False
1996-05-14,Dominica,Barbados,0,1,FIFA World Cup qualification,Roseau,Dominica,False
1996-05-16,South Korea,Sweden,0,2,Friendly,Seoul,South Korea,False
1996-05-17,Iran,Qatar,2,0,Friendly,Tabriz,Iran,False
1996-05-17,Mauritania,Senegal,0,0,Friendly,Nouakchott,Mauritania,False
1996-05-18,England,Hungary,3,0,Friendly,London,England,False
1996-05-18,Grenada,Haiti,0,1,FIFA World Cup qualification,St. George's,Grenada,False
1996-05-18,Mexico,Slovakia,5,2,Friendly,Chicago,United States,True
1996-05-19,Barbados,Dominica,1,0,FIFA World Cup qualification,Bridgetown,Barbados,False
1996-05-19,Gambia,Guinea,1,1,Friendly,Banjul,Gambia,False
1996-05-19,Saint Lucia,Saint Kitts and Nevis,0,1,FIFA World Cup qualification,Castries,Saint Lucia,False
1996-05-19,Zambia,Tanzania,1,0,Friendly,Lusaka,Zambia,False
1996-05-19,Guernsey,Jersey,0,1,Muratti Vase,Saint Sampson,Guernsey,False
1996-05-21,Slovenia,United Arab Emirates,2,2,Friendly,Ljubljana,Slovenia,False
1996-05-21,Zambia,Tanzania,0,0,Friendly,Kitwe,Zambia,False
1996-05-23,China,England,0,3,Friendly,Beijing,China,False
1996-05-23,Kuwait,Syria,3,1,Friendly,Kuwait City,Kuwait,False
1996-05-23,Mexico,Serbia,0,0,Kirin Cup,Shizuoka,Japan,True
1996-05-24,Trinidad and Tobago,Jamaica,1,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False
1996-05-25,Cuba,Saint Vincent and the Grenadines,2,0,CFU Caribbean Cup,San Fernando,Trinidad and Tobago,True
1996-05-25,Martinique,Haiti,1,0,CFU Caribbean Cup,San Fernando,Trinidad and Tobago,True
1996-05-25,Mauritius,Madagascar,0,0,Friendly,Rose Hill,Mauritius,False
1996-05-25,Qatar,Russia,2,5,Friendly,Doha,Qatar,False
1996-05-25,Uganda,Kenya,1,1,Friendly,Kampala,Uganda,False
1996-05-26,Chile,Bolivia,2,0,Friendly,Santiago,Chile,False
1996-05-26,Gabon,Ivory Coast,0,1,Friendly,Libreville,Gabon,False
1996-05-26,Ghana,Egypt,0,2,Friendly,Accra,Ghana,False
1996-05-26,Jamaica,Saint Kitts and Nevis,4,1,CFU Caribbean Cup,Palo Seco,Trinidad and Tobago,True
1996-05-26,Japan,Serbia,1,0,Kirin Cup,Tokyo,Japan,False
1996-05-26,Malawi,Mozambique,1,0,Friendly,Blantyre,Malawi,False
1996-05-26,Trinidad and Tobago,Suriname,3,0,CFU Caribbean Cup,Palo Seco,Trinidad and Tobago,False
1996-05-26,Tunisia,Senegal,2,0,Friendly,Tunis,Tunisia,False
1996-05-26,Turkmenistan,Lebanon,0,1,AFC Asian Cup qualification,Ashgabat,Turkmenistan,False
1996-05-26,Uganda,Kenya,1,2,Friendly,Kampala,Uganda,False
1996-05-26,United States,Scotland,2,1,Friendly,New Britain,United States,False
1996-05-27,Belarus,Azerbaijan,2,2,Friendly,Maladzyechna,Belarus,False
1996-05-27,Cuba,Martinique,1,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True
1996-05-28,Bulgaria,North Macedonia,3,0,Friendly,Sofia,Bulgaria,False
1996-05-28,Suriname,Jamaica,3,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True
1996-05-28,Trinidad and Tobago,Saint Kitts and Nevis,5,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False
1996-05-29,Austria,Czech Republic,1,0,Friendly,Salzburg,Austria,False
1996-05-29,Colombia,Scotland,1,0,Friendly,Miami,United States,True
1996-05-29,Cuba,Haiti,0,0,CFU Caribbean Cup,Arima,Trinidad and Tobago,True
1996-05-29,Estonia,Turkey,0,0,Friendly,Tallinn,Estonia,False
1996-05-29,France,Finland,2,0,Friendly,Strasbourg,France,False
1996-05-29,Republic of Ireland,Portugal,0,1,Friendly,Dublin,Republic of Ireland,False
1996-05-29,Italy,Belgium,2,2,Friendly,Cremona,Italy,False
1996-05-29,Japan,Mexico,3,2,Kirin Cup,Fukuoka,Japan,False
1996-05-29,Netherlands,China,2,0,Friendly,Tilburg,Netherlands,False
1996-05-29,Northern Ireland,Germany,1,1,Friendly,Belfast,Northern Ireland,False
1996-05-29,Russia,United Arab Emirates,1,0,Friendly,Moscow,Russia,False
1996-05-30,Saint Kitts and Nevis,Suriname,1,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True
1996-05-31,Mauritania,Burkina Faso,0,0,FIFA World Cup qualification,Nouakchott,Mauritania,False
1996-06-01,Gambia,Liberia,2,1,FIFA World Cup qualification,Banjul,Gambia,False
1996-06-01,Germany,France,0,1,Friendly,Stuttgart,Germany,False
1996-06-01,Guinea-Bissau,Guinea,3,2,FIFA World Cup qualification,Bissau,Guinea-Bissau,False
1996-06-01,Hungary,Italy,0,2,Friendly,Budapest,Hungary,False
1996-06-01,Iceland,North Macedonia,1,1,FIFA World Cup qualification,Reykjav챠k,Iceland,False
1996-06-01,Malawi,South Africa,0,1,FIFA World Cup qualification,Blantyre,Malawi,False
1996-06-01,Namibia,Mozambique,2,0,FIFA World Cup qualification,Windhoek,Namibia,False
1996-06-01,Qatar,Iran,0,1,Friendly,Doha,Qatar,False
1996-06-01,Romania,Moldova,3,1,Friendly,Bucharest,Romania,False
1996-06-01,Sudan,Zambia,2,0,FIFA World Cup qualification,Khartoum,Sudan,False
1996-06-01,Sweden,Belarus,5,1,FIFA World Cup qualification,Solna,Sweden,False
1996-06-01,Switzerland,Czech Republic,1,2,Friendly,Basel,Switzerland,False
1996-06-01,Uganda,Angola,0,2,FIFA World Cup qualification,Kampala,Uganda,False
1996-06-02,Belize,Panama,1,2,FIFA World Cup qualification,Belize City,Belize,False
1996-06-02,Bulgaria,United Arab Emirates,4,1,Friendly,Sofia,Bulgaria,False
1996-06-02,Burundi,Sierra Leone,1,0,FIFA World Cup qualification,Bujumbura,Burundi,False
1996-06-02,Congo,Ivory Coast,2,0,FIFA World Cup qualification,Brazzaville,Congo,False
1996-06-02,Denmark,Ghana,1,0,Friendly,Copenhagen,Denmark,False
1996-06-02,Ecuador,Argentina,2,0,FIFA World Cup qualification,Quito,Ecuador,False
1996-06-02,Finland,Turkey,1,2,Friendly,Helsinki,Finland,False
1996-06-02,Republic of Ireland,Croatia,2,2,Friendly,Dublin,Republic of Ireland,False
1996-06-02,Kenya,Algeria,3,1,FIFA World Cup qualification,Nairobi,Kenya,False
1996-06-02,Madagascar,Zimbabwe,1,2,FIFA World Cup qualification,Antananarivo,Madagascar,False
1996-06-02,Mauritius,DR Congo,1,5,FIFA World Cup qualification,Curepipe,Mauritius,False
1996-06-02,Norway,Azerbaijan,5,0,FIFA World Cup qualification,Oslo,Norway,False
1996-06-02,Peru,Colombia,1,1,FIFA World Cup qualification,Lima,Peru,False
1996-06-02,Russia,Poland,2,0,Friendly,Moscow,Russia,False
1996-06-02,Rwanda,Tunisia,1,3,FIFA World Cup qualification,Kigali,Rwanda,False
1996-06-02,San Marino,Wales,0,5,FIFA World Cup qualification,Serravalle,San Marino,False
1996-06-02,Serbia,Malta,6,0,FIFA World Cup qualification,Belgrade,FR Yugoslavia,False
1996-06-02,Eswatini,Gabon,0,1,FIFA World Cup qualification,Mbabane,Swaziland,False
1996-06-02,Togo,Senegal,2,1,FIFA World Cup qualification,Lom챕,Togo,False
1996-06-02,Trinidad and Tobago,Martinique,2,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False
1996-06-02,Uruguay,Paraguay,0,2,FIFA World Cup qualification,Montevideo,Uruguay,False
1996-06-02,Venezuela,Chile,1,1,FIFA World Cup qualification,Barinas,Venezuela,False
1996-06-03,Cuba,Suriname,4,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True
1996-06-03,Oman,Bahrain,3,0,Friendly,Muscat,Oman,False
1996-06-04,Germany,Liechtenstein,9,1,Friendly,Mannheim,Germany,False
1996-06-04,Netherlands,Republic of Ireland,3,1,Friendly,Rotterdam,Netherlands,False
1996-06-05,Canada,Costa Rica,0,1,Friendly,Toronto,Canada,False
1996-06-05,France,Armenia,2,0,Friendly,Villeneuve-d'Ascq,France,False
1996-06-05,Iceland,Cyprus,2,1,Friendly,Akranes,Iceland,False
1996-06-05,Martinique,Suriname,1,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True
1996-06-07,Trinidad and Tobago,Cuba,2,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False
1996-06-08,England,Switzerland,1,1,UEFA Euro,London,England,False
1996-06-08,Mexico,Bolivia,1,0,USA Cup,Dallas,United States,True
1996-06-08,Tanzania,Ghana,0,0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False
1996-06-09,Denmark,Portugal,1,1,UEFA Euro,Sheffield,England,True
1996-06-09,Germany,Czech Republic,2,0,UEFA Euro,Manchester,England,True
1996-06-09,Ivory Coast,Burkina Faso,1,1,Friendly,Abidjan,Ivory Coast,False
1996-06-09,Lebanon,Kuwait,3,5,AFC Asian Cup qualification,Beirut,Lebanon,False
1996-06-09,Nigeria,Togo,1,3,Friendly,Lagos,Nigeria,False
1996-06-09,Panama,Belize,4,1,FIFA World Cup qualification,Panama City,Panama,False
1996-06-09,Spain,Bulgaria,1,1,UEFA Euro,Leeds,England,True
1996-06-09,United States,Republic of Ireland,2,1,USA Cup,Foxborough,United States,False
1996-06-10,Iran,Nepal,8,0,AFC Asian Cup qualification,Tehran,Iran,False
1996-06-10,Netherlands,Scotland,0,0,UEFA Euro,Birmingham,England,True
1996-06-10,Romania,France,0,1,UEFA Euro,Newcastle,England,True
1996-06-10,Sri Lanka,Oman,0,3,AFC Asian Cup qualification,Tehran,Iran,True
1996-06-11,Italy,Russia,2,1,UEFA Euro,Liverpool,England,True
1996-06-11,Turkey,Croatia,0,1,UEFA Euro,Nottingham,England,True
